,review,projects,tenure,satisfaction,avg_hrs_month
7454,Bottom 40%,Top 5%,Top 10%,Bottom 50%,Top 10%
7455,Bottom 20%,Top 20%,Top 20%,Bottom 10%,Top 30%
7456,Bottom 30%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%
7457,Top 20%,Top 20%,Top 5%,Top 20%,Top 5%
7458,Bottom 30%,Top 10%,Top 20%,Bottom 50%,Top 20%
7459,Bottom 40%,Top 20%,Top 40%,Bottom 30%,Top 40%
7460,Top 40%,Bottom 5%,Top 40%,Bottom 30%,Top 30%
7461,Bottom 20%,Top 20%,Top 40%,Bottom 5%,Bottom 50%
7462,Bottom 40%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7463,Bottom 10%,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%
7464,Bottom 10%,Bottom 40%,Top 5%,Bottom 40%,Top 5%
7465,Top 50%,Bottom 40%,Top 5%,Top 20%,Top 5%
7466,Bottom 20%,Top 20%,Top 5%,Top 40%,Top 5%
7467,Top 50%,Top 10%,Top 20%,Bottom 20%,Top 30%
7468,Bottom 30%,Top 20%,Top 20%,Bottom 40%,Top 20%
7469,Bottom 20%,Bottom 40%,Top 20%,Bottom 20%,Top 10%
7470,Top 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 40%
7471,Bottom 50%,Top 20%,Top 20%,Top 40%,Top 20%
7472,Bottom 40%,Top 20%,Top 20%,Bottom 20%,Top 20%
7473,Bottom 30%,Bottom 5%,Top 5%,Bottom 20%,Top 10%
7474,Bottom 40%,Top 20%,Top 40%,Bottom 10%,Top 50%
7475,Bottom 40%,Top 20%,Top 20%,Bottom 10%,Top 10%
7476,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Bottom 50%
7477,Bottom 20%,Bottom 40%,Top 40%,Bottom 30%,Top 30%
7478,Bottom 30%,Bottom 40%,Top 40%,Top 50%,Top 30%
7479,Top 10%,Bottom 40%,Top 5%,Bottom 40%,Top 5%
7480,Bottom 10%,Top 20%,Top 20%,Bottom 50%,Top 10%
7481,Top 50%,Top 20%,Top 5%,Top 50%,Top 5%
7482,Bottom 5%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7483,Top 40%,Top 20%,Top 40%,Bottom 20%,Top 40%
7484,Bottom 50%,Bottom 40%,Top 5%,Top 30%,Top 5%
7485,Top 10%,Bottom 40%,Top 40%,Bottom 40%,Top 30%
7486,Top 20%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7487,Bottom 30%,Top 20%,Top 20%,Top 50%,Top 10%
7488,Bottom 10%,Top 20%,Top 20%,Bottom 30%,Top 10%
7489,Bottom 5%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 50%
7490,Bottom 5%,Bottom 40%,Top 40%,Bottom 5%,Top 40%
7491,Bottom 10%,Bottom 40%,Top 40%,Bottom 30%,Bottom 50%
7492,Top 20%,Bottom 30%,Top 20%,Bottom 30%,Top 10%
7493,Bottom 20%,Bottom 40%,Top 5%,Top 40%,Top 5%
7494,Bottom 30%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7495,Top 20%,Top 20%,Top 5%,Top 10%,Top 5%
7496,Bottom 20%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7497,Bottom 10%,Bottom 40%,Bottom 30%,Bottom 20%,Bottom 30%
7498,Bottom 40%,Top 20%,Top 20%,Bottom 40%,Top 10%
7499,Top 50%,Bottom 40%,Top 5%,Top 50%,Top 5%
7500,Bottom 20%,Top 20%,Top 40%,Bottom 20%,Top 30%
7501,Bottom 40%,Bottom 40%,Top 50%,Bottom 10%,Bottom 40%
7502,Top 10%,Top 20%,Top 20%,Bottom 20%,Top 20%
7503,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
7504,Bottom 20%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7505,Bottom 30%,Bottom 40%,Top 10%,Top 20%,Top 5%
7506,Bottom 20%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7507,Bottom 20%,Bottom 5%,Top 40%,Bottom 40%,Top 50%
7508,Bottom 10%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%
7509,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 30%
7510,Bottom 30%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7511,Bottom 30%,Top 20%,Top 40%,Bottom 40%,Top 40%
7512,Bottom 30%,Top 20%,Top 20%,Top 50%,Top 10%
7513,Top 50%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
7514,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 30%
7515,Bottom 5%,Top 10%,Top 5%,Bottom 30%,Top 5%
7516,Top 20%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
7517,Top 20%,Bottom 5%,Top 20%,Bottom 30%,Top 20%
7518,Bottom 20%,Bottom 40%,Top 40%,Bottom 30%,Top 30%
7519,Bottom 30%,Bottom 40%,Top 5%,Top 30%,Top 5%
7520,Top 10%,Top 20%,Bottom 20%,Bottom 5%,Bottom 10%
7521,Bottom 20%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
7522,Bottom 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
7523,Bottom 10%,Top 20%,Top 5%,Top 30%,Top 5%
7524,Bottom 30%,Top 20%,Top 5%,Top 30%,Top 10%
7525,Bottom 10%,Bottom 40%,Top 40%,Bottom 40%,Top 30%
7526,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,Top 30%
7527,Top 20%,Top 20%,Top 40%,Bottom 10%,Top 30%
7528,Bottom 30%,Top 20%,Top 40%,Bottom 10%,Top 50%
7529,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 30%
7530,Bottom 10%,Top 20%,Top 20%,Bottom 30%,Top 20%
7531,Top 5%,Bottom 40%,Top 20%,Top 50%,Top 20%
7532,Top 50%,Top 20%,Top 40%,Bottom 30%,Top 40%
7533,Top 40%,Top 20%,Top 20%,Top 50%,Top 20%
7534,Bottom 20%,Top 20%,Top 40%,Bottom 10%,Top 30%
7535,Top 40%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7536,Bottom 10%,Top 20%,Top 20%,Bottom 10%,Top 30%
7537,Top 40%,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%
7538,Bottom 5%,Bottom 5%,Bottom 5%,Bottom 5%,Bottom 5%
7539,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7540,Bottom 20%,Bottom 40%,Top 5%,Top 40%,Top 10%
7541,Top 30%,Top 20%,Top 20%,Top 40%,Top 10%
7542,Bottom 40%,Top 20%,Top 20%,Top 40%,Top 10%
7543,Top 10%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7544,Bottom 30%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
7545,Top 10%,Top 20%,Top 20%,Bottom 40%,Top 20%
7546,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 50%
7547,Bottom 5%,Top 20%,Top 20%,Bottom 10%,Top 10%
7548,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
7549,Top 40%,Bottom 40%,Top 40%,Bottom 50%,Top 30%
7550,Bottom 10%,Top 20%,Top 5%,Bottom 40%,Top 5%
7551,Bottom 20%,Top 20%,Top 20%,Bottom 30%,Top 20%
7552,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7553,Bottom 50%,Bottom 40%,Top 20%,Top 50%,Top 10%
7554,Top 50%,Top 20%,Top 40%,Bottom 10%,Top 50%
7555,Bottom 50%,Top 20%,Top 5%,Top 30%,Top 10%
7556,Top 10%,Bottom 40%,Top 20%,Top 30%,Top 10%
7557,Bottom 5%,Top 20%,Top 40%,Bottom 10%,Top 40%
7558,Top 40%,Bottom 40%,Top 40%,Bottom 40%,Top 50%
7559,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
7560,Bottom 20%,Bottom 40%,Top 5%,Bottom 10%,Top 10%
7561,Bottom 10%,Top 20%,Top 40%,Bottom 20%,Top 50%
7562,Bottom 20%,Bottom 40%,Top 20%,Bottom 50%,Top 20%
7563,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7564,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7565,Top 50%,Top 20%,Top 20%,Bottom 40%,Top 20%
7566,Bottom 20%,Top 20%,Top 20%,Top 40%,Top 20%
7567,Bottom 10%,Top 20%,Bottom 40%,Bottom 10%,Bottom 50%
7568,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 30%
7569,Top 40%,Bottom 40%,Bottom 10%,Bottom 5%,Bottom 10%
7570,Bottom 20%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7571,Top 20%,Top 20%,Top 5%,Bottom 50%,Top 10%
7572,Top 50%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7573,Bottom 20%,Bottom 40%,Top 40%,Bottom 40%,Top 50%
7574,Top 30%,Bottom 40%,Bottom 30%,Bottom 10%,Bottom 30%
7575,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
7576,Bottom 5%,Top 20%,Top 5%,Bottom 30%,Top 5%
7577,Top 30%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
7578,Top 30%,Bottom 40%,Top 5%,Top 30%,Top 5%
7579,Bottom 10%,Top 10%,Top 20%,Bottom 40%,Top 20%
7580,Bottom 20%,Bottom 40%,Top 20%,Bottom 50%,Top 10%
7581,Bottom 10%,Bottom 40%,Top 40%,Bottom 50%,Top 40%
7582,Bottom 20%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7583,Top 10%,Top 20%,Bottom 40%,Bottom 5%,Bottom 30%
7584,Top 40%,Bottom 40%,Top 20%,Bottom 5%,Top 30%
7585,Bottom 50%,Bottom 40%,Top 20%,Top 40%,Top 10%
7586,Bottom 20%,Bottom 40%,Top 40%,Bottom 30%,Top 50%
7587,Bottom 10%,Top 5%,Top 5%,Top 10%,Top 5%
7588,Top 40%,Top 20%,Top 40%,Bottom 30%,Top 30%
7589,Top 30%,Top 20%,Top 20%,Bottom 30%,Top 20%
7590,Bottom 10%,Bottom 40%,Top 20%,Bottom 50%,Top 20%
7591,Top 30%,Bottom 40%,Top 20%,Bottom 10%,Top 30%
7592,Bottom 5%,Top 20%,Top 20%,Top 50%,Top 20%
7593,Top 40%,Bottom 40%,Top 20%,Bottom 10%,Top 10%
7594,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 10%
7595,Bottom 10%,Bottom 40%,Top 5%,Top 50%,Top 5%
7596,Top 5%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7597,Bottom 10%,Top 20%,Top 10%,Bottom 20%,Top 20%
7598,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
7599,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%,Bottom 50%
7600,Top 40%,Bottom 40%,Top 20%,Top 50%,Top 10%
7601,Top 30%,Bottom 5%,Top 40%,Bottom 20%,Top 30%
7602,Top 30%,Bottom 40%,Top 10%,Bottom 30%,Top 5%
7603,Top 40%,Bottom 30%,Top 20%,Bottom 10%,Top 10%
7604,Bottom 50%,Top 20%,Top 5%,Top 40%,Top 5%
7605,Bottom 50%,Top 20%,Top 40%,Bottom 20%,Top 40%
7606,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%
7607,Bottom 50%,Bottom 40%,Top 5%,Top 10%,Top 5%
7608,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
7609,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 30%
7610,Top 5%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7611,Bottom 20%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7612,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
7613,Bottom 10%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7614,Top 5%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7615,Bottom 40%,Top 20%,Top 5%,Bottom 50%,Top 10%
7616,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 10%
7617,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 50%
7618,Bottom 40%,Bottom 5%,Top 40%,Bottom 10%,Top 50%
7619,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Bottom 50%
7620,Bottom 50%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7621,Bottom 5%,Bottom 5%,Top 5%,Top 50%,Top 10%
7622,Bottom 30%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
7623,Top 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
7624,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
7625,Bottom 40%,Bottom 40%,Top 40%,Bottom 10%,Top 50%
7626,Bottom 20%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7627,Top 30%,Top 20%,Top 5%,Bottom 30%,Top 5%
7628,Bottom 5%,Bottom 40%,Top 40%,Top 50%,Top 30%
7629,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 50%
7630,Bottom 10%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
7631,Top 10%,Top 20%,Top 5%,Top 30%,Top 5%
7632,Bottom 30%,Bottom 30%,Top 20%,Bottom 10%,Top 10%
7633,Bottom 20%,Top 20%,Top 40%,Bottom 20%,Top 40%
7634,Bottom 50%,Top 20%,Top 40%,Bottom 10%,Top 50%
7635,Top 20%,Bottom 40%,Top 5%,Top 20%,Top 5%
7636,Bottom 30%,Bottom 40%,Top 40%,Bottom 40%,Top 30%
7637,Top 20%,Bottom 40%,Top 20%,Bottom 50%,Top 30%
7638,Bottom 10%,Top 20%,Top 20%,Bottom 10%,Top 30%
7639,Bottom 10%,Bottom 40%,Bottom 50%,Bottom 10%,Bottom 50%
7640,Bottom 10%,Bottom 40%,Top 5%,Top 50%,Top 5%
7641,Top 30%,Top 20%,Top 5%,Top 50%,Top 10%
7642,Top 10%,Bottom 40%,Top 20%,Top 50%,Top 30%
7643,Bottom 10%,Top 20%,Top 40%,Bottom 30%,Top 40%
7644,Top 5%,Top 20%,Top 5%,Top 30%,Top 10%
7645,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
7646,Bottom 30%,Top 20%,Top 10%,Top 30%,Top 5%
7647,Top 30%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7648,Top 20%,Bottom 5%,Bottom 40%,Bottom 10%,Bottom 50%
7649,Top 50%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
7650,Top 40%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7651,Top 20%,Bottom 40%,Top 10%,Bottom 40%,Top 20%
7652,Top 10%,Bottom 40%,Bottom 5%,Bottom 5%,Bottom 5%
7653,Bottom 40%,Top 20%,Top 40%,Bottom 10%,Top 40%
7654,Top 50%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
7655,Top 30%,Top 20%,Top 40%,Bottom 30%,Top 40%
7656,Top 40%,Top 20%,Top 40%,Bottom 5%,Bottom 50%
7657,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
7658,Top 30%,Top 20%,Top 20%,Bottom 10%,Top 10%
7659,Top 20%,Bottom 40%,Top 40%,Bottom 40%,Top 50%
7660,Top 5%,Top 20%,Top 40%,Bottom 30%,Top 30%
7661,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7662,Bottom 20%,Bottom 40%,Top 5%,Top 20%,Top 5%
7663,Bottom 40%,Top 20%,Top 40%,Bottom 20%,Top 30%
7664,Bottom 10%,Top 20%,Top 20%,Bottom 40%,Top 20%
7665,Top 10%,Top 20%,Top 40%,Top 50%,Top 50%
7666,Bottom 30%,Bottom 5%,Top 40%,Bottom 10%,Top 40%
7667,Bottom 50%,Bottom 40%,Top 5%,Top 30%,Top 5%
7668,Top 20%,Bottom 40%,Top 40%,Bottom 40%,Top 50%
7669,Bottom 10%,Top 20%,Top 20%,Bottom 30%,Top 30%
7670,Top 50%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
7671,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%
7672,Bottom 40%,Bottom 5%,Top 40%,Bottom 10%,Top 40%
7673,Bottom 5%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7674,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7675,Bottom 20%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7676,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
7677,Bottom 20%,Top 20%,Top 40%,Bottom 40%,Top 40%
7678,Top 30%,Top 20%,Top 20%,Top 50%,Top 10%
7679,Top 10%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7680,Bottom 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 40%
7681,Bottom 50%,Top 20%,Bottom 40%,Bottom 30%,Bottom 30%
7682,Top 40%,Top 5%,Top 40%,Bottom 30%,Top 30%
7683,Top 10%,Top 20%,Top 40%,Bottom 10%,Top 50%
7684,Bottom 20%,Bottom 40%,Top 20%,Bottom 20%,Top 10%
7685,Bottom 20%,Bottom 40%,Top 40%,Bottom 30%,Top 50%
7686,Bottom 10%,Bottom 40%,Top 5%,Bottom 40%,Top 10%
7687,Bottom 50%,Top 20%,Top 40%,Bottom 30%,Top 30%
7688,Top 30%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
7689,Bottom 5%,Bottom 40%,Top 5%,Bottom 30%,Top 5%
7690,Top 30%,Top 20%,Top 40%,Bottom 30%,Top 40%
7691,Top 40%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7692,Bottom 10%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7693,Bottom 20%,Top 20%,Top 10%,Bottom 30%,Top 20%
7694,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
7695,Top 10%,Bottom 40%,Top 5%,Top 20%,Top 5%
7696,Top 10%,Top 20%,Top 20%,Top 40%,Top 10%
7697,Bottom 20%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%
7698,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7699,Bottom 5%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7700,Bottom 30%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7701,Top 20%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
7702,Top 40%,Top 20%,Top 40%,Bottom 20%,Top 50%
7703,Top 40%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7704,Bottom 10%,Top 10%,Top 10%,Bottom 40%,Top 10%
7705,Bottom 30%,Bottom 5%,Bottom 40%,Bottom 5%,Bottom 20%
7706,Bottom 40%,Bottom 40%,Top 20%,Top 30%,Top 20%
7707,Bottom 50%,Bottom 40%,Top 5%,Top 20%,Top 5%
7708,Top 40%,Bottom 40%,Top 20%,Bottom 50%,Top 10%
7709,Bottom 20%,Top 20%,Top 5%,Top 20%,Top 10%
7710,Bottom 10%,Top 20%,Top 20%,Bottom 50%,Top 20%
7711,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7712,Top 50%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7713,Top 30%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
7714,Bottom 50%,Bottom 40%,Top 5%,Bottom 40%,Top 10%
7715,Bottom 20%,Bottom 5%,Top 20%,Bottom 10%,Top 20%
7716,Top 40%,Top 20%,Top 20%,Bottom 50%,Top 10%
7717,Bottom 20%,Bottom 40%,Top 20%,Top 30%,Top 20%
7718,Top 50%,Top 20%,Top 20%,Bottom 50%,Top 20%
7719,Bottom 30%,Bottom 5%,Bottom 40%,Bottom 20%,Bottom 40%
7720,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7721,Bottom 30%,Bottom 40%,Top 5%,Bottom 50%,Top 5%
7722,Bottom 50%,Bottom 40%,Top 20%,Bottom 20%,Top 10%
7723,Top 30%,Bottom 40%,Top 5%,Top 40%,Top 10%
7724,Bottom 20%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%
7725,Bottom 50%,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%
7726,Top 40%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
7727,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7728,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 40%
7729,Top 40%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7730,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%,Top 30%
7731,Top 20%,Top 20%,Top 40%,Bottom 20%,Top 30%
7732,Top 5%,Top 20%,Top 20%,Bottom 20%,Top 20%
7733,Top 30%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 50%
7734,Bottom 10%,Bottom 40%,Top 5%,Top 30%,Top 5%
7735,Top 10%,Top 20%,Top 20%,Bottom 20%,Top 10%
7736,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%
7737,Bottom 10%,Bottom 10%,Bottom 20%,Bottom 5%,Bottom 30%
7738,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
7739,Top 10%,Top 20%,Top 40%,Bottom 20%,Top 50%
7740,Bottom 5%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%
7741,Top 40%,Bottom 40%,Top 20%,Bottom 50%,Top 20%
7742,Bottom 40%,Top 20%,Top 20%,Bottom 40%,Top 20%
7743,Top 20%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7744,Top 30%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
7745,Bottom 40%,Bottom 30%,Top 30%,Bottom 30%,Top 30%
7746,Top 30%,Top 20%,Top 20%,Bottom 40%,Top 10%
7747,Bottom 10%,Top 10%,Bottom 40%,Bottom 5%,Bottom 40%
7748,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
7749,Top 40%,Bottom 40%,Top 40%,Bottom 10%,Bottom 50%
7750,Top 30%,Bottom 40%,Top 40%,Bottom 50%,Top 40%
7751,Top 40%,Top 20%,Top 40%,Bottom 40%,Bottom 50%
7752,Bottom 40%,Bottom 40%,Top 5%,Bottom 40%,Top 5%
7753,Top 30%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%
7754,Bottom 20%,Top 20%,Top 20%,Bottom 30%,Top 10%
7755,Top 50%,Top 20%,Top 40%,Bottom 20%,Top 50%
7756,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 20%
7757,Top 50%,Top 20%,Top 20%,Bottom 40%,Top 10%
7758,Top 40%,Bottom 30%,Top 40%,Bottom 10%,Top 40%
7759,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
7760,Bottom 50%,Top 20%,Bottom 40%,Bottom 5%,Bottom 30%
7761,Top 50%,Bottom 5%,Top 20%,Bottom 10%,Top 20%
7762,Bottom 40%,Top 20%,Top 5%,Top 40%,Top 10%
7763,Bottom 40%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
7764,Bottom 10%,Top 20%,Bottom 20%,Bottom 5%,Bottom 20%
7765,Bottom 5%,Bottom 5%,Top 20%,Bottom 50%,Top 20%
7766,Top 30%,Bottom 40%,Top 5%,Bottom 40%,Top 5%
7767,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7768,Bottom 10%,Bottom 5%,Top 5%,Top 40%,Top 5%
7769,Top 10%,Top 10%,Top 5%,Top 20%,Top 5%
7770,Top 50%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7771,Bottom 10%,Top 20%,Top 40%,Bottom 20%,Top 30%
7772,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
7773,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
7774,Top 10%,Top 20%,Top 20%,Bottom 50%,Top 30%
7775,Top 30%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7776,Bottom 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 50%
7777,Top 40%,Top 10%,Top 5%,Bottom 40%,Top 10%
7778,Bottom 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7779,Bottom 10%,Top 20%,Top 40%,Bottom 10%,Top 50%
7780,Bottom 20%,Bottom 30%,Top 5%,Top 20%,Top 5%
7781,Bottom 10%,Bottom 40%,Top 40%,Bottom 10%,Top 30%
7782,Top 10%,Bottom 40%,Top 5%,Top 40%,Top 5%
7783,Bottom 20%,Bottom 40%,Top 40%,Bottom 5%,Top 40%
7784,Bottom 40%,Bottom 30%,Top 5%,Top 20%,Top 5%
7785,Top 50%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7786,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 40%
7787,Bottom 50%,Top 20%,Bottom 40%,Bottom 5%,Bottom 50%
7788,Bottom 10%,Top 10%,Top 20%,Bottom 50%,Top 20%
7789,Top 50%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
7790,Top 20%,Top 20%,Top 5%,Top 50%,Top 5%
7791,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
7792,Bottom 20%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
7793,Bottom 5%,Bottom 40%,Top 20%,Bottom 20%,Top 10%
7794,Bottom 30%,Bottom 40%,Top 5%,Bottom 40%,Top 5%
7795,Bottom 50%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7796,Bottom 40%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%
7797,Bottom 30%,Top 20%,Top 40%,Bottom 30%,Bottom 50%
7798,Bottom 20%,Bottom 40%,Top 20%,Top 40%,Top 10%
7799,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%
7800,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
7801,Top 20%,Bottom 40%,Top 10%,Bottom 40%,Top 10%
7802,Top 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 20%
7803,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 50%
7804,Bottom 40%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
7805,Top 40%,Bottom 40%,Top 30%,Bottom 40%,Top 40%
7806,Top 50%,Bottom 40%,Top 20%,Bottom 30%,Top 10%
7807,Bottom 50%,Bottom 40%,Top 20%,Bottom 5%,Top 20%
7808,Bottom 20%,Bottom 40%,Top 5%,Bottom 50%,Top 5%
7809,Bottom 50%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
7810,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7811,Bottom 40%,Bottom 40%,Top 20%,Bottom 10%,Top 20%
7812,Bottom 30%,Bottom 40%,Top 20%,Bottom 40%,Top 30%
7813,Top 40%,Top 20%,Top 20%,Bottom 50%,Top 10%
7814,Bottom 40%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
7815,Bottom 10%,Bottom 40%,Top 20%,Bottom 50%,Top 10%
7816,Bottom 20%,Bottom 40%,Top 5%,Top 40%,Top 5%
7817,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
7818,Bottom 30%,Top 20%,Bottom 20%,Bottom 10%,Bottom 20%
7819,Bottom 10%,Bottom 40%,Top 10%,Bottom 50%,Top 5%
7820,Bottom 50%,Top 20%,Top 20%,Bottom 30%,Top 20%
7821,Top 30%,Bottom 40%,Top 20%,Bottom 40%,Top 10%
7822,Bottom 30%,Top 20%,Top 10%,Bottom 40%,Top 10%
